CustomerID,Gender,Age,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,AverageMonthlyBalance,ProductsPerCustomer,SalaryToBalanceRatio,Exited
10000305,Female,22,Spain,1,73810.45,3,0,0,43668.21,36905.22,1.5,0.59,1
10000306,Male,23,Germany,4,219874.14,2,0,0,86672.17,43974.83,0.4,0.39,0
10000307,Female,43,Germany,2,115000.6,3,0,0,129823.69,38333.53,1.0,1.13,1
10000308,Female,21,Spain,6,23763.26,2,1,0,30348.66,3394.75,0.29,1.28,1
10000309,Female,36,France,9,206686.69,4,0,0,111904.32,20668.67,0.4,0.54,1
10000310,Female,37,France,4,11910.31,2,1,1,105065.04,2382.06,0.4,8.82,0
10000311,Female,50,Germany,7,181687.31,2,1,1,133427.59,22710.91,0.25,0.73,0
10000312,Male,37,France,0,193476.56,2,0,1,51739.18,193476.56,2.0,0.27,0
10000313,Female,66,Germany,2,88150.65,1,0,0,78514.28,29383.55,0.33,0.89,0
10000314,Male,29,Germany,2,206196.96,2,0,1,140357.56,68732.32,0.67,0.68,0
10000315,Male,64,Spain,8,128914.85,4,0,0,105799.15,14323.87,0.44,0.82,0
10000316,Female,18,Spain,4,115823.41,4,1,0,70539.89,23164.68,0.8,0.61,0
10000317,Male,43,Spain,8,11350.82,4,1,0,37083.61,1261.2,0.44,3.27,0
10000318,Male,31,Germany,8,72507.3,2,0,1,54123.05,8056.37,0.22,0.75,0
10000319,Male,55,Spain,0,232752.49,3,1,0,95558.01,232752.49,3.0,0.41,1
10000320,Female,54,France,1,97955.99,3,1,1,113361.83,48978.0,1.5,1.16,0
10000321,Female,28,France,4,136675.13,4,1,1,36174.85,27335.03,0.8,0.26,0
10000322,Male,53,Germany,3,133005.42,1,0,0,97947.64,33251.36,0.25,0.74,0
10000323,Female,30,Germany,9,147607.77,3,1,0,91545.67,14760.78,0.3,0.62,0
10000324,Female,60,Spain,8,15332.74,2,0,1,86814.21,1703.64,0.22,5.66,1
10000325,Female,20,Germany,6,90544.06,3,0,1,109716.01,12934.87,0.43,1.21,0
10000326,Female,50,Germany,5,180782.07,4,1,1,128868.45,30130.34,0.67,0.71,0
10000327,Male,23,France,6,50140.06,1,1,1,61988.66,7162.87,0.14,1.24,0
10000328,Male,67,France,0,50894.59,3,0,1,135571.58,50894.59,3.0,2.66,0
10000329,Female,27,Spain,0,2522.65,3,1,1,40882.37,2522.65,3.0,16.2,0
10000330,Female,22,Germany,7,109370.48,4,1,0,42493.1,13671.31,0.5,0.39,1
10000331,Male,40,Germany,1,220683.6,1,0,1,54680.37,110341.8,0.5,0.25,0
10000332,Male,27,France,9,12975.24,1,0,1,35539.01,1297.52,0.1,2.74,1
10000333,Female,61,Germany,8,47779.68,4,0,1,49941.5,5308.85,0.44,1.05,0
10000334,Male,19,France,6,77521.13,2,0,1,33833.53,11074.45,0.29,0.44,0
10000335,Female,30,Spain,5,182931.18,3,1,0,126827.81,30488.53,0.5,0.69,0
10000336,Female,57,France,0,160158.9,2,1,0,38065.97,160158.9,2.0,0.24,1
10000337,Male,19,Germany,0,103985.98,3,0,1,117148.68,103985.98,3.0,1.13,0
10000338,Male,37,Spain,1,189767.23,3,0,1,26228.8,94883.62,1.5,0.14,0
10000339,Female,18,France,5,152407.75,2,0,1,143307.64,25401.29,0.33,0.94,0
10000340,Female,54,France,5,224010.2,4,1,0,112450.81,37335.03,0.67,0.5,0
10000341,Male,26,Spain,1,204506.69,4,0,0,20883.55,102253.34,2.0,0.1,1
10000342,Female,34,Spain,0,63203.4,3,1,0,119301.35,63203.4,3.0,1.89,0
10000343,Male,26,France,9,67859.64,4,0,0,86830.65,6785.96,0.4,1.28,0
10000344,Female,28,Germany,4,31339.12,3,0,0,121317.47,6267.82,0.6,3.87,1
10000345,Male,32,France,4,84241.18,4,0,0,87924.59,16848.24,0.8,1.04,0
10000346,Male,41,Spain,1,249885.98,3,1,1,103333.23,124942.99,1.5,0.41,0
10000347,Male,55,France,5,101437.79,4,1,0,122223.12,16906.3,0.67,1.2,0
10000348,Female,52,Spain,8,55122.11,1,1,0,72664.05,6124.68,0.11,1.32,0
10000349,Female,47,Spain,1,190620.72,2,0,1,20352.06,95310.36,1.0,0.11,0
10000350,Male,48,Germany,9,135617.75,1,1,0,130493.04,13561.78,0.1,0.96,1
10000351,Female,66,Spain,1,37400.36,2,1,1,69515.75,18700.18,1.0,1.86,1
10000352,Male,22,Spain,2,95172.42,2,0,0,84485.55,31724.14,0.67,0.89,0
10000353,Male,61,Germany,6,103617.43,3,0,1,21009.66,14802.49,0.43,0.2,0
10000354,Female,67,Spain,5,188457.43,2,1,1,83971.96,31409.57,0.33,0.45,0
10000355,Female,31,Germany,7,5167.84,1,1,1,148243.36,645.98,0.12,28.68,0
10000356,Male,28,Germany,7,67254.91,1,1,1,56174.8,8406.86,0.12,0.84,1
10000357,Female,26,Spain,5,129399.08,4,1,1,71404.38,21566.51,0.67,0.55,0
10000358,Female,51,Spain,9,67211.69,1,0,0,109334.7,6721.17,0.1,1.63,0
10000359,Male,29,France,2,157108.51,4,0,0,125923.18,52369.5,1.33,0.8,1
10000360,Male,52,Germany,2,120466.87,2,0,1,74260.91,40155.62,0.67,0.62,0
10000361,Female,52,France,0,90427.56,1,1,1,60256.95,90427.56,1.0,0.67,1
10000362,Male,18,Spain,6,237302.16,2,1,1,141917.35,33900.31,0.29,0.6,0
10000363,Male,57,France,4,158039.87,1,0,0,108028.85,31607.97,0.2,0.68,0
10000364,Female,39,Germany,3,32485.34,1,0,1,35472.77,8121.34,0.25,1.09,1
10000365,Male,46,France,9,140022.92,4,1,1,28960.62,14002.29,0.4,0.21,0
10000366,Male,25,Germany,3,195182.96,2,1,1,82861.48,48795.74,0.5,0.42,1
10000367,Female,28,Spain,3,177122.42,1,0,1,48611.71,44280.6,0.25,0.27,1
10000368,Female,58,Spain,5,43022.31,3,0,0,53018.02,7170.38,0.5,1.23,1
10000369,Male,54,Germany,7,243105.0,2,0,1,134099.98,30388.12,0.25,0.55,0
10000370,Male,31,Spain,7,112203.41,2,1,1,31643.58,14025.43,0.25,0.28,0
10000371,Female,47,Spain,4,39756.25,2,1,0,112997.33,7951.25,0.4,2.84,1
10000372,Female,52,Spain,5,45048.94,4,1,1,55248.49,7508.16,0.67,1.23,0
10000373,Female,38,Spain,3,24558.75,3,1,1,118842.67,6139.69,0.75,4.84,0
10000374,Female,54,Germany,8,200879.53,2,1,0,113913.48,22319.95,0.22,0.57,0
10000375,Male,22,France,7,30507.62,1,1,0,20960.95,3813.45,0.12,0.69,1
10000376,Female,36,France,9,31281.31,1,0,0,86187.6,3128.13,0.1,2.76,1
10000377,Female,31,Spain,9,212617.9,4,0,1,38111.53,21261.79,0.4,0.18,0
10000378,Male,43,France,0,86151.02,1,1,1,132609.51,86151.02,1.0,1.54,0
10000379,Female,21,France,1,7714.48,2,0,0,133306.16,3857.24,1.0,17.28,0
10000380,Male,42,Spain,8,12973.82,1,1,0,74384.95,1441.54,0.11,5.73,0
10000381,Female,62,Spain,7,35542.61,2,0,0,77771.43,4442.83,0.25,2.19,0
10000382,Female,59,France,2,53348.34,1,1,1,59426.78,17782.78,0.33,1.11,1
10000383,Female,42,Germany,7,166286.55,3,0,1,113158.82,20785.82,0.38,0.68,1
10000384,Male,35,Spain,0,39331.57,4,0,0,66625.98,39331.57,4.0,1.69,1
10000385,Male,57,Germany,9,29718.6,4,1,1,54813.02,2971.86,0.4,1.84,1
10000386,Female,25,France,3,191179.79,3,1,0,76190.04,47794.95,0.75,0.4,1
10000387,Male,56,Spain,2,167763.82,3,0,1,31893.38,55921.27,1.0,0.19,0
10000388,Male,57,Germany,5,108831.06,4,0,1,117058.42,18138.51,0.67,1.08,0
10000389,Male,31,Spain,6,137327.44,3,1,1,21637.53,19618.21,0.43,0.16,1
10000390,Male,49,France,3,77996.01,2,0,1,103783.06,19499.0,0.5,1.33,0
10000391,Male,68,Germany,6,120625.11,1,1,0,43772.39,17232.16,0.14,0.36,1
10000392,Male,55,France,8,126668.16,4,1,1,50212.53,14074.24,0.44,0.4,0
10000393,Female,50,France,1,96809.32,3,0,1,102632.16,48404.66,1.5,1.06,0
10000394,Female,40,Spain,2,226643.05,2,1,0,149082.65,75547.68,0.67,0.66,0
10000395,Male,32,Germany,4,4015.47,4,0,1,121103.27,803.09,0.8,30.15,1
10000396,Female,50,France,2,195542.82,3,0,0,49359.15,65180.94,1.0,0.25,1
10000397,Female,42,France,7,31095.71,4,1,0,42883.22,3886.96,0.5,1.38,0
10000398,Female,34,Germany,9,199386.84,3,0,1,132610.27,19938.68,0.3,0.67,0
10000399,Female,50,France,7,153977.98,4,1,1,77743.91,19247.25,0.5,0.5,0
10000400,Male,64,France,7,210819.52,2,1,0,37816.86,26352.44,0.25,0.18,1
10000401,Female,19,Germany,8,24378.58,2,1,0,132087.49,2708.73,0.22,5.42,0
10000402,Female,31,Germany,3,139745.16,1,0,0,126092.01,34936.29,0.25,0.9,1
10000403,Male,57,Germany,4,125271.97,4,1,1,147907.83,25054.39,0.8,1.18,0
10000404,Male,57,Germany,4,176548.3,1,0,0,138266.68,35309.66,0.2,0.78,0
10000405,Female,68,Spain,7,133572.64,4,1,0,130732.74,16696.58,0.5,0.98,0
10000406,Female,56,Germany,6,135183.64,3,1,0,26834.67,19311.95,0.43,0.2,0
10000407,Female,68,Spain,8,107398.99,3,1,1,33574.0,11933.22,0.33,0.31,0
10000408,Female,23,Spain,7,77208.61,1,0,0,93967.82,9651.08,0.12,1.22,0
10000409,Female,23,Spain,1,120566.09,4,0,1,89092.3,60283.04,2.0,0.74,0
10000410,Female,20,France,9,29623.09,1,1,1,79535.22,2962.31,0.1,2.68,1
10000411,Male,24,Spain,3,240378.33,2,1,0,71582.61,60094.58,0.5,0.3,0
10000412,Female,68,Spain,5,178602.69,1,0,1,76057.36,29767.12,0.17,0.43,1
10000413,Female,25,France,1,238116.78,1,0,0,94008.73,119058.39,0.5,0.39,1
10000414,Male,59,France,6,56681.85,3,0,1,20269.95,8097.41,0.43,0.36,0
10000415,Male,69,France,2,219835.26,1,1,1,53892.14,73278.42,0.33,0.25,0
10000416,Male,32,Germany,2,202197.5,4,0,0,87376.36,67399.17,1.33,0.43,1
10000417,Male,64,France,1,169288.1,3,1,0,113888.09,84644.05,1.5,0.67,0
10000418,Female,46,France,7,156257.3,1,0,0,42640.37,19532.16,0.12,0.27,1
10000419,Female,50,Spain,5,79137.42,2,1,1,91094.55,13189.57,0.33,1.15,0
10000420,Female,69,France,0,204102.7,1,1,1,112879.76,204102.7,1.0,0.55,1
10000421,Female,47,Germany,0,125378.87,1,1,0,77801.6,125378.87,1.0,0.62,0
10000422,Female,56,France,6,17722.89,1,0,0,23520.55,2531.84,0.14,1.33,0
10000423,Female,44,Germany,7,78215.79,3,0,1,78404.86,9776.97,0.38,1.0,1
10000424,Male,53,France,4,233824.27,4,0,1,58537.84,46764.85,0.8,0.25,0
10000425,Female,46,France,4,212670.07,2,1,1,140854.45,42534.01,0.4,0.66,0
10000426,Male,55,France,3,245476.42,1,1,0,36199.74,61369.1,0.25,0.15,1
10000427,Male,50,France,5,156998.35,4,0,1,104821.87,26166.39,0.67,0.67,0
10000428,Female,54,Germany,5,61877.52,4,1,0,26853.57,10312.92,0.67,0.43,0
10000429,Male,44,Germany,2,40703.76,3,1,1,78002.16,13567.92,1.0,1.92,0
10000430,Female,50,Spain,8,46728.61,2,1,1,92017.33,5192.07,0.22,1.97,1
10000431,Male,21,Germany,6,4948.91,3,0,0,58734.14,706.99,0.43,11.87,1
10000432,Female,39,France,0,97670.53,4,1,0,79159.83,97670.53,4.0,0.81,1
10000433,Male,19,Spain,6,47856.92,4,0,0,41261.99,6836.7,0.57,0.86,1
10000434,Female,27,Spain,4,102913.87,4,0,1,59536.1,20582.77,0.8,0.58,0
10000435,Female,22,Spain,4,233748.61,3,0,1,100743.82,46749.72,0.6,0.43,1
10000436,Female,27,France,1,107635.05,2,0,1,59234.01,53817.52,1.0,0.55,0
10000437,Female,50,Germany,3,219496.12,1,0,0,136966.6,54874.03,0.25,0.62,0
10000438,Female,55,France,5,151376.19,3,1,1,101692.9,25229.36,0.5,0.67,0
10000439,Male,30,Spain,9,61782.89,4,0,0,77024.37,6178.29,0.4,1.25,0
10000440,Male,48,France,6,88963.69,3,0,0,25038.4,12709.1,0.43,0.28,1
10000441,Male,64,France,4,20979.88,4,0,0,84941.28,4195.98,0.8,4.05,0
10000442,Female,53,Germany,8,83365.65,1,1,1,119420.91,9262.85,0.11,1.43,0
10000443,Male,62,Germany,2,169385.24,1,1,1,54522.49,56461.75,0.33,0.32,1
10000444,Female,41,Spain,0,18027.77,2,1,0,124880.56,18027.77,2.0,6.93,0
10000445,Female,69,France,3,51350.35,4,1,1,52734.88,12837.59,1.0,1.03,1
10000446,Male,32,France,8,95360.26,2,0,0,127087.03,10595.58,0.22,1.33,1
10000447,Male,46,Germany,3,245512.38,2,0,0,31084.88,61378.1,0.5,0.13,1
10000448,Female,25,France,1,196215.46,1,1,1,132603.88,98107.73,0.5,0.68,0
10000449,Male,22,France,9,183371.69,3,1,0,84894.24,18337.17,0.3,0.46,0
10000450,Female,46,France,4,29047.74,3,1,0,58549.89,5809.55,0.6,2.02,0
10000451,Female,64,Germany,2,195248.97,2,1,1,54464.72,65082.99,0.67,0.28,0
10000452,Female,21,Spain,8,196317.2,1,0,0,76161.37,21813.02,0.11,0.39,1
10000453,Female,29,Spain,3,150275.67,4,1,0,149876.43,37568.92,1.0,1.0,0
10000454,Female,62,France,5,247590.45,3,1,0,48642.56,41265.08,0.5,0.2,0
10000455,Male,19,Spain,1,81313.48,2,1,0,33418.16,40656.74,1.0,0.41,1
10000456,Male,44,Germany,5,235318.11,3,1,0,96054.57,39219.68,0.5,0.41,1
10000457,Female,48,Germany,2,228682.78,3,1,0,83510.52,76227.59,1.0,0.37,0
10000458,Female,68,Spain,8,2870.16,4,1,0,88145.52,318.91,0.44,30.7,1
10000459,Male,68,Spain,1,112529.13,1,1,1,106701.6,56264.56,0.5,0.95,1
10000460,Male,53,France,8,244276.06,4,0,1,54728.73,27141.78,0.44,0.22,0
10000461,Female,53,Spain,4,25780.34,1,0,0,138386.45,5156.07,0.2,5.37,0
10000462,Male,43,France,7,136946.17,3,0,0,76637.37,17118.27,0.38,0.56,0
10000463,Female,60,France,1,244739.38,2,0,1,36781.21,122369.69,1.0,0.15,0
10000464,Male,44,Germany,5,138873.86,4,0,1,116498.84,23145.64,0.67,0.84,0
10000465,Female,22,Germany,2,47453.83,1,0,1,103603.57,15817.94,0.33,2.18,0
10000466,Male,37,Germany,9,145545.81,3,1,1,61046.64,14554.58,0.3,0.42,0
10000467,Female,28,Germany,4,51110.14,1,1,1,100797.43,10222.03,0.2,1.97,1
10000468,Male,27,Spain,7,129926.07,1,0,0,48582.05,16240.76,0.12,0.37,1
10000469,Male,57,Germany,9,18510.55,1,1,1,77829.12,1851.05,0.1,4.2,0
10000470,Female,55,Spain,0,151370.67,3,0,1,136923.63,151370.67,3.0,0.9,0
10000471,Male,23,Germany,4,129197.48,2,1,1,37359.45,25839.5,0.4,0.29,0
10000472,Female,25,Spain,2,185040.34,2,1,0,70270.54,61680.11,0.67,0.38,0
10000473,Male,40,France,3,157675.12,2,1,0,126748.52,39418.78,0.5,0.8,0
10000474,Female,64,Spain,1,137401.57,1,1,0,146033.82,68700.78,0.5,1.06,1
10000475,Male,43,Spain,8,172444.71,3,1,0,79010.4,19160.52,0.33,0.46,0
10000476,Female,63,Germany,2,35985.48,1,1,0,85909.95,11995.16,0.33,2.39,1
10000477,Male,60,Spain,1,148839.92,2,0,0,94382.36,74419.96,1.0,0.63,0
10000478,Female,29,France,9,43027.65,2,0,1,141205.26,4302.77,0.2,3.28,0
10000479,Male,43,France,8,231380.55,3,1,0,131566.88,25708.95,0.33,0.57,0
10000480,Female,30,Germany,6,17083.53,1,0,0,42178.15,2440.5,0.14,2.47,0
10000481,Female,57,France,5,107593.69,4,1,1,76778.52,17932.28,0.67,0.71,0
10000482,Female,35,Spain,0,173949.37,4,0,0,80320.06,173949.37,4.0,0.46,1
10000483,Male,42,France,4,114505.55,2,1,1,122582.49,22901.11,0.4,1.07,0
10000484,Female,50,Germany,2,23023.81,3,0,1,98376.07,7674.6,1.0,4.27,1
10000485,Male,64,Spain,0,138344.75,1,1,0,105048.66,138344.75,1.0,0.76,1
10000486,Female,57,Germany,3,160407.98,1,0,1,149765.99,40102.0,0.25,0.93,1
10000487,Male,60,Spain,1,175948.08,2,1,1,29744.81,87974.04,1.0,0.17,0
10000488,Female,29,France,1,93314.95,2,0,1,48991.28,46657.48,1.0,0.53,0
10000489,Male,61,Germany,2,140914.99,1,1,1,73026.47,46971.66,0.33,0.52,0
10000490,Male,53,Germany,7,112671.62,1,1,0,65211.71,14083.95,0.12,0.58,0
10000491,Female,65,Spain,7,168014.01,2,1,1,22813.92,21001.75,0.25,0.14,0
10000492,Male,21,Germany,6,145889.24,1,0,0,31931.09,20841.32,0.14,0.22,1
10000493,Male,22,Spain,5,131439.05,4,0,1,108523.93,21906.51,0.67,0.83,0
10000494,Female,54,Spain,8,62381.09,2,0,1,134312.18,6931.23,0.22,2.15,0
10000495,Male,25,Spain,3,504.63,1,1,1,86849.51,126.16,0.25,171.76,0
10000496,Male,59,Spain,0,43520.42,2,0,0,90094.84,43520.42,2.0,2.07,0
10000497,Male,66,France,7,29266.51,3,1,0,53162.15,3658.31,0.38,1.82,1
10000498,Female,45,Spain,6,112271.19,2,0,0,119823.93,16038.74,0.29,1.07,0
10000499,Male,48,Germany,6,153064.54,2,0,1,117733.3,21866.36,0.29,0.77,1
10000500,Female,26,France,2,53271.25,3,0,1,96487.54,17757.08,1.0,1.81,0
10000501,Male,68,Germany,3,234764.27,4,0,1,47646.36,58691.07,1.0,0.2,0
10000502,Male,46,France,9,1670.53,1,1,1,32612.37,167.05,0.1,19.51,0
10000503,Male,31,Spain,8,193075.25,3,0,0,28351.01,21452.81,0.33,0.15,1
10000504,Female,57,France,5,156301.19,2,0,1,97050.49,26050.2,0.33,0.62,0
10000505,Male,58,France,4,93388.7,1,1,0,127254.59,18677.74,0.2,1.36,1
10000506,Male,39,Germany,2,12622.24,3,1,1,131582.96,4207.41,1.0,10.42,0
10000507,Female,28,Germany,8,156871.64,1,0,0,80270.87,17430.18,0.11,0.51,0
10000508,Male,40,Spain,4,96403.38,1,0,0,121955.27,19280.68,0.2,1.27,1
10000509,Female,18,France,4,234066.78,3,1,1,143094.43,46813.36,0.6,0.61,0
10000510,Female,63,France,3,135497.52,1,1,1,55772.11,33874.38,0.25,0.41,0
10000511,Male,54,France,3,234912.88,4,1,0,71734.85,58728.22,1.0,0.31,0
10000512,Female,38,Spain,0,55120.92,3,0,1,141092.27,55120.92,3.0,2.56,0
10000513,Male,43,Spain,6,181431.48,4,0,1,63970.03,25918.78,0.57,0.35,0
10000514,Female,63,Spain,8,154312.26,2,0,0,138803.92,17145.81,0.22,0.9,0
10000515,Female,53,Spain,2,184852.06,1,1,0,147535.83,61617.35,0.33,0.8,1
10000516,Male,40,Spain,1,53666.97,2,1,0,106035.39,26833.48,1.0,1.98,1
10000517,Female,18,Germany,2,166248.63,2,1,0,126195.74,55416.21,0.67,0.76,0
10000518,Female,68,France,0,124510.1,1,0,1,117440.92,124510.1,1.0,0.94,1
10000519,Female,57,France,5,185706.24,3,1,0,110939.45,30951.04,0.5,0.6,1
10000520,Female,32,France,6,81761.16,1,0,0,59901.04,11680.17,0.14,0.73,1
10000521,Female,38,France,1,222514.26,2,1,0,27422.26,111257.13,1.0,0.12,0
10000522,Male,64,France,7,21075.33,2,0,1,64596.73,2634.42,0.25,3.06,1
10000523,Female,26,France,5,201797.33,3,0,0,106701.68,33632.89,0.5,0.53,0
10000524,Male,26,France,3,215329.91,1,1,1,33328.8,53832.48,0.25,0.15,0
10000525,Female,27,France,4,204313.08,2,0,0,21549.34,40862.62,0.4,0.11,0
10000526,Male,69,Germany,7,128181.6,4,1,0,38160.01,16022.7,0.5,0.3,0
10000527,Male,43,France,2,109596.25,2,0,1,113045.67,36532.08,0.67,1.03,1
10000528,Female,58,Germany,2,249065.57,2,1,0,146463.18,83021.86,0.67,0.59,1
10000529,Female,52,Spain,3,57292.99,3,1,0,147798.41,14323.25,0.75,2.58,1
10000530,Female,69,France,0,136718.99,4,0,1,84217.29,136718.99,4.0,0.62,0
10000531,Male,42,Spain,8,167668.88,2,1,0,133015.8,18629.88,0.22,0.79,0
10000532,Female,43,Spain,7,175216.91,2,0,0,115787.44,21902.11,0.25,0.66,1
10000533,Male,28,Spain,7,51006.17,4,1,0,85135.23,6375.77,0.5,1.67,0
10000534,Male,55,Germany,9,163498.52,1,1,0,94458.87,16349.85,0.1,0.58,0
10000535,Male,19,Spain,5,204592.39,1,1,1,37839.53,34098.73,0.17,0.18,0
10000536,Female,24,Spain,6,12504.64,2,1,0,141895.99,1786.38,0.29,11.35,0
10000537,Female,35,Spain,5,227880.32,2,0,1,65750.87,37980.05,0.33,0.29,0
10000538,Male,44,France,8,7376.01,1,1,0,77999.4,819.56,0.11,10.57,1
10000539,Male,51,France,2,88992.76,3,1,1,107315.83,29664.25,1.0,1.21,0
10000540,Female,44,Germany,2,3953.3,4,0,0,63407.32,1317.77,1.33,16.04,1
10000541,Male,34,Germany,2,19286.29,4,0,1,53053.69,6428.76,1.33,2.75,0
10000542,Female,60,France,9,227792.07,3,0,0,102036.42,22779.21,0.3,0.45,1
10000543,Male,61,Germany,2,88715.21,3,0,1,23247.93,29571.74,1.0,0.26,0
10000544,Female,68,France,8,106192.88,3,0,1,113694.26,11799.21,0.33,1.07,0
10000545,Male,41,Spain,3,53836.1,3,0,0,86823.04,13459.02,0.75,1.61,1
10000546,Female,42,Spain,6,149273.94,3,1,1,98747.98,21324.85,0.43,0.66,0
10000547,Male,24,Germany,8,148700.8,3,0,0,102144.42,16522.31,0.33,0.69,0
10000548,Female,69,France,6,93050.1,4,1,0,88516.52,13292.87,0.57,0.95,0
10000549,Female,23,France,8,83258.72,3,0,0,95729.39,9250.97,0.33,1.15,1
10000550,Male,41,Germany,2,221241.08,1,1,0,108892.47,73747.03,0.33,0.49,1
10000551,Male,50,France,3,95821.06,3,1,0,117905.45,23955.26,0.75,1.23,1
10000552,Female,66,Spain,7,123375.25,3,1,1,114568.81,15421.91,0.38,0.93,0
10000553,Male,46,Germany,5,70826.19,4,0,0,133050.14,11804.36,0.67,1.88,1
10000554,Female,60,Germany,4,196692.38,4,0,0,44627.65,39338.48,0.8,0.23,1
10000555,Male,39,France,3,99362.04,3,0,0,72149.24,24840.51,0.75,0.73,0
10000556,Female,43,Germany,7,128402.76,4,0,0,143213.49,16050.34,0.5,1.12,0
10000557,Female,45,France,0,63339.29,2,1,0,71556.77,63339.29,2.0,1.13,1
10000558,Female,67,France,8,246914.9,4,0,0,36233.11,27434.99,0.44,0.15,0
10000559,Female,38,France,0,72873.94,4,1,1,88307.87,72873.94,4.0,1.21,0
10000560,Female,66,France,7,192685.63,4,1,1,34233.83,24085.7,0.5,0.18,0
10000561,Female,24,France,3,106873.91,4,0,0,46370.92,26718.48,1.0,0.43,0
10000562,Male,34,Germany,8,51554.35,1,0,1,149781.44,5728.26,0.11,2.91,1
10000563,Male,37,Spain,4,199929.69,1,0,0,90377.14,39985.94,0.2,0.45,0
10000564,Male,58,Spain,2,83401.7,1,1,0,56927.59,27800.57,0.33,0.68,1
10000565,Female,66,Germany,8,216298.34,3,0,0,149320.74,24033.15,0.33,0.69,0
10000566,Female,37,Germany,8,228814.3,3,1,0,145652.66,25423.81,0.33,0.64,0
10000567,Female,39,Spain,3,214955.96,2,0,0,77296.08,53738.99,0.5,0.36,1
10000568,Female,45,Spain,3,8751.98,1,1,1,53852.4,2188.0,0.25,6.15,1
10000569,Male,57,Spain,7,196843.34,3,0,1,128991.95,24605.42,0.38,0.66,1
10000570,Male,66,Spain,1,102834.87,4,0,1,113030.69,51417.44,2.0,1.1,0
10000571,Female,24,Spain,8,218430.73,4,1,1,109302.39,24270.08,0.44,0.5,0
10000572,Male,18,France,5,159488.57,1,0,0,136104.79,26581.43,0.17,0.85,1
10000573,Male,49,Germany,8,208410.78,2,0,1,109624.23,23156.75,0.22,0.53,0
10000574,Female,30,France,7,124857.94,2,0,0,56893.73,15607.24,0.25,0.46,0
10000575,Male,47,Spain,6,133756.38,4,0,1,110202.21,19108.05,0.57,0.82,0
10000576,Female,40,Spain,0,36096.91,2,0,1,59755.76,36096.91,2.0,1.66,0
10000577,Male,68,Spain,2,195996.84,1,0,1,118701.07,65332.28,0.33,0.61,0
10000578,Female,36,France,1,104847.4,4,0,1,100567.22,52423.7,2.0,0.96,0
10000579,Female,49,France,4,125020.03,3,1,0,30063.5,25004.01,0.6,0.24,1
10000580,Female,47,Spain,4,196274.43,3,1,1,86668.6,39254.89,0.6,0.44,0
10000581,Female,46,France,4,149711.35,2,0,1,64629.13,29942.27,0.4,0.43,0
10000582,Male,66,France,3,50274.68,4,0,0,62714.18,12568.67,1.0,1.25,1
10000583,Female,62,Spain,4,147558.16,4,0,0,98293.32,29511.63,0.8,0.67,0
10000584,Female,46,France,2,101908.21,3,1,1,61902.23,33969.4,1.0,0.61,0
10000585,Female,47,Germany,0,117381.39,4,1,0,120996.19,117381.39,4.0,1.03,0
10000586,Male,33,Germany,4,7077.82,4,0,0,29202.89,1415.56,0.8,4.13,1
10000587,Female,57,Germany,8,52507.34,4,1,0,105850.47,5834.15,0.44,2.02,1
10000588,Male,36,Germany,8,70259.52,2,0,1,125195.32,7806.61,0.22,1.78,0
10000589,Female,35,Spain,3,178240.0,4,0,0,107468.12,44560.0,1.0,0.6,1
10000590,Male,18,Spain,2,2873.12,1,0,1,84639.8,957.71,0.33,29.45,1
10000591,Male,31,Spain,0,102194.32,2,0,1,143539.91,102194.32,2.0,1.4,0
10000592,Female,68,Germany,1,231006.72,4,1,1,58992.0,115503.36,2.0,0.26,1
10000593,Male,64,Germany,7,27970.15,4,1,1,22491.83,3496.27,0.5,0.8,0
10000594,Female,67,France,0,129106.1,1,0,0,76158.62,129106.1,1.0,0.59,0
10000595,Female,19,France,7,196630.6,2,1,1,24291.55,24578.82,0.25,0.12,0
10000596,Female,45,Germany,6,235632.83,3,1,0,144011.78,33661.83,0.43,0.61,1
10000597,Male,66,Germany,7,186694.16,3,0,1,47289.35,23336.77,0.38,0.25,0
10000598,Male,67,Germany,5,180141.39,2,1,0,122560.51,30023.56,0.33,0.68,1
10000599,Female,47,Germany,8,206622.02,4,0,1,120694.37,22958.0,0.44,0.58,0
10000600,Female,55,France,2,111550.31,4,0,0,48304.76,37183.44,1.33,0.43,0
10000601,Male,68,Germany,9,201461.13,3,0,1,100759.45,20146.11,0.3,0.5,1
10000602,Female,21,France,3,1991.1,3,0,1,26250.27,497.78,0.75,13.18,1
10000603,Female,18,Germany,5,231140.26,3,1,0,82864.7,38523.38,0.5,0.36,0
10000604,Female,25,Germany,7,110826.63,1,0,1,21904.13,13853.33,0.12,0.2,0
10000605,Male,46,Germany,4,138345.05,3,1,1,139748.7,27669.01,0.6,1.01,0
10000606,Male,56,France,2,63720.56,1,0,1,146891.18,21240.19,0.33,2.31,0
10000607,Male,20,France,5,185632.71,2,0,0,48896.76,30938.78,0.33,0.26,0
10000608,Female,49,Spain,3,19158.95,4,1,1,47053.78,4789.74,1.0,2.46,1
10000609,Female,27,Germany,8,218158.95,3,0,1,117983.62,24239.88,0.33,0.54,0
10000610,Female,27,Spain,2,207029.21,4,1,0,52939.32,69009.74,1.33,0.26,1
10000611,Male,36,Spain,3,54015.03,4,1,0,136359.95,13503.76,1.0,2.52,1
